CGP No.,CGP Link,OCLC No.,Item No.,SuDoc No.,Date,PURL,Title
1115280,https://catalog.gpo.gov/F/?func=direct&doc_number=1115280&local_base=GPO01PUB,1141255518,0337-B-41 (online),D 103.141/2:,1999-2000.,https://purl.fdlp.gov/GPO/gpo132453,Missouri River main stem reservoirs summary of actual ... operations.
1115284,https://catalog.gpo.gov/F/?func=direct&doc_number=1115284&local_base=GPO01PUB,1128024530,0080-F (online),A 13.92:C 72/6/V.1-4/2019,2019,https://purl.fdlp.gov/GPO/gpo132455,Colville National Forest land management plan : final programmatic environmental impact statement.
1115303,https://catalog.gpo.gov/F/?func=direct&doc_number=1115303&local_base=GPO01PUB,1141280364,0337 (online),D 103.2:R 31/10,1998,https://purl.fdlp.gov/GPO/gpo132467,Missouri River main stem reservoirs system description and operation.
1115304,https://catalog.gpo.gov/F/?func=direct&doc_number=1115304&local_base=GPO01PUB,1141285204,0337 (online),D 103.2:R 31/11,2007,https://purl.fdlp.gov/GPO/gpo132469,"Missouri River mainstem reservoir system, system description and operation."
1115335,https://catalog.gpo.gov/F/?func=direct&doc_number=1115335&local_base=GPO01PUB,1141734805,0646-R (online),I 29.89:2011/480,2011,https://purl.fdlp.gov/GPO/gpo132500,Landbird monitoring protocol for Channel Islands National Park
1115414,https://catalog.gpo.gov/F/?func=direct&doc_number=1115414&local_base=GPO01PUB,1141779647,0807-A-07 (online),LC 14.23:R 41613/,-2019,https://purl.fdlp.gov/GPO/gpo132552,"Fishery, aquaculture, and marine mammal issues in the 112th Congress"
1115449,https://catalog.gpo.gov/F/?func=direct&doc_number=1115449&local_base=GPO01PUB,1141855930,1009-E (online),Y 4.2:C 61/C 61/9,2020,https://purl.fdlp.gov/GPO/gpo132685,"Solving the climate crisis : manufacturing jobs for America's workers :  hearing before the Select Committee on the Climate Crisis, House of Representatives, One Hundred Sixteenth Congress, first session, hearing held September 10, 2019."
1115451,https://catalog.gpo.gov/F/?func=direct&doc_number=1115451&local_base=GPO01PUB,985370622,0624-B-05 (online),I 19.42/4:80-103,1981,https://purl.fdlp.gov/GPO/gpo132259,"Considerations for monitoring water quality of the Schenectady aquifer, Schenectady County, New York"
1115452,https://catalog.gpo.gov/F/?func=direct&doc_number=1115452&local_base=GPO01PUB,985370598,0624-B-05 (online),I 19.42/4:80-83,1981,https://purl.fdlp.gov/GPO/gpo132261,"Effects of a cattle feedlot on ground-water quality in the South Platte River Valley near Greeley, Colorado"
1115454,https://catalog.gpo.gov/F/?func=direct&doc_number=1115454&local_base=GPO01PUB,974643808,0624-B-05 (online),I 19.42/4:82-4007,1982,https://purl.fdlp.gov/GPO/gpo132265,"Hydrogeologic features of the alluvial deposits in the Owl Creek Valley, Bighorn Basin, Wyoming"
1115460,https://catalog.gpo.gov/F/?func=direct&doc_number=1115460&local_base=GPO01PUB,971500596,0624-B-05 (online),I 19.42/4:82-17,1982,https://purl.fdlp.gov/GPO/gpo132268,The Benchmark farm program : a method for estimating irrigation water used in Southwest Florida
1115464,https://catalog.gpo.gov/F/?func=direct&doc_number=1115464&local_base=GPO01PUB,985370834,0624-B-05 (online),I 19.42/4:81-52,1982,https://purl.fdlp.gov/GPO/gpo132269,"Water-quality assessment of Steiner Branch basin, Lafayette County, Wisconsin"
1115470,https://catalog.gpo.gov/F/?func=direct&doc_number=1115470&local_base=GPO01PUB,963254053,0624-B-05 (online),I 19.42/4:82-4024,1982,https://purl.fdlp.gov/GPO/gpo132273,"Effects of urban development on the aquifers in the Memphis area, Tennessee"
1115473,https://catalog.gpo.gov/F/?func=direct&doc_number=1115473&local_base=GPO01PUB,985371022,0624-B-05 (online),I 19.42/4:81-57,1981,https://purl.fdlp.gov/GPO/gpo132581,"Borehole data-collection methods applicable for the regional observation and monitor well program, southwest Florida Water Management District"
1115477,https://catalog.gpo.gov/F/?func=direct&doc_number=1115477&local_base=GPO01PUB,971499189,0624-B-05 (online),I 19.42/4:80-118,1981,https://purl.fdlp.gov/GPO/gpo132586,"Hydrogeology, estimated impact, and regional well monitoring of effects of subsurface wastewater injection, Tampa Bay area, Florida"
1115483,https://catalog.gpo.gov/F/?func=direct&doc_number=1115483&local_base=GPO01PUB,971499182,0624-B-05 (online),I 19.42/4:81-75,1982,https://purl.fdlp.gov/GPO/gpo132588,"Results of deep-well injection testing at Mulberry, Florida"
1115528,https://catalog.gpo.gov/F/?func=direct&doc_number=1115528&local_base=GPO01PUB,1141867665,0807-A-07 (online),LC 14.23:R 41042/,-2020,https://purl.fdlp.gov/GPO/gpo132748,Harbor Maintenance Trust Fund expenditures
1115546,https://catalog.gpo.gov/F/?func=direct&doc_number=1115546&local_base=GPO01PUB,985370617,0624-B-05 (online),I 19.42/4:80-105,1981,https://purl.fdlp.gov/GPO/gpo132591,Comparison of the propane-area tracer method and predictive equations for determination of stream-reaeration coefficients on two small streams in Wisconsin
1115547,https://catalog.gpo.gov/F/?func=direct&doc_number=1115547&local_base=GPO01PUB,974643154,0624-B-05 (online),I 19.42/4:82-262,1982,https://purl.fdlp.gov/GPO/gpo132593,"Flood of October 8, 1977 in St. Croix, U.S. Virgin Islands"
1115549,https://catalog.gpo.gov/F/?func=direct&doc_number=1115549&local_base=GPO01PUB,971498214,0624-B-05 (online),I 19.42/4:81-72,1982,https://purl.fdlp.gov/GPO/gpo132595,"Sediment transport and source areas of sediment and runoff, Big Sandy River basin, Wyoming"
1115559,https://catalog.gpo.gov/F/?func=direct&doc_number=1115559&local_base=GPO01PUB,974643548,0624-B-05 (online),I 19.42/4:82-18,1982,https://purl.fdlp.gov/GPO/gpo132608,"Techniques for estimating the magnitude and frequency of floods in the Dallas-Fort Worth metropolitan area, Texas"
1115563,https://catalog.gpo.gov/F/?func=direct&doc_number=1115563&local_base=GPO01PUB,971499088,0624-B-05 (online),I 19.42/4:80-85,1981,https://purl.fdlp.gov/GPO/gpo132610,"Water resources of Upper Separation Creek Basin, south-central Wyoming"
1115574,https://catalog.gpo.gov/F/?func=direct&doc_number=1115574&local_base=GPO01PUB,971499123,0624-B-05 (online),I 19.42/4:80-97,1981,https://purl.fdlp.gov/GPO/gpo132619,"Characterization of floodflows along the Arkansas River without regulation by Pueblo Reservoir, Portland to John Martin Reservoir, Southeastern Colorado"
1115577,https://catalog.gpo.gov/F/?func=direct&doc_number=1115577&local_base=GPO01PUB,1142099982,0807-A-07 (online),LC 14.23:R 42879/,-2019,https://purl.fdlp.gov/GPO/gpo132390,Federal regulation of chemicals in commerce:  an overview of issues for the 113th Congress
1115593,https://catalog.gpo.gov/F/?func=direct&doc_number=1115593&local_base=GPO01PUB,971500591,0624-B-05 (online),I 19.42/4:81-62,1982,https://purl.fdlp.gov/GPO/gpo132622,Hydrology of Salt Wells Creek : a plains stream in southwestern Wyoming
1115603,https://catalog.gpo.gov/F/?func=direct&doc_number=1115603&local_base=GPO01PUB,1142101201,0807-A-07 (online),LC 14.23:R 40074/,-2019,https://purl.fdlp.gov/GPO/gpo132577,"Fifth Summit of the Americas, Port of Spain, Trinidad and Tobago, April 2009:  background, expectations, and results"
1115740,https://catalog.gpo.gov/F/?func=direct&doc_number=1115740&local_base=GPO01PUB,1142237314,0807-A-07 (online),LC 14.23:IF 11023/,-2018,https://purl.fdlp.gov/GPO/gpo132461,Selected issues for National Flood Insurance Program (NFIP) reauthorization and reform
