FIELD/ISSUE,CONTROL_NUM,PURL,
856_41--,(OCoLC)45052145,https://purl.fdlp.gov/GPO/LPS8613,
856_41--,(OCoLC)45052146,https://purl.fdlp.gov/GPO/LPS9318,
856_41--,(OCoLC)45052169,https://purl.fdlp.gov/GPO/LPS9348,
856_41--,(OCoLC)45052188,https://purl.fdlp.gov/GPO/LPS6260,
856_41--,(OCoLC)45052527,https://purl.fdlp.gov/GPO/LPS5883,
856_41--,(OCoLC)45052527,https://purl.fdlp.gov/GPO/LPS5884,
856_41--,(OCoLC)45052544,https://purl.fdlp.gov/GPO/LPS5881,
856_41--,(OCoLC)45052544,https://purl.fdlp.gov/GPO/LPS5882,
856_41--,(OCoLC)45052557,https://purl.fdlp.gov/GPO/LPS7038,
856_41--,(OCoLC)45052787,https://purl.fdlp.gov/GPO/LPS9898,
856_41--,(OCoLC)45054480,https://purl.fdlp.gov/GPO/LPS1750,
856_41--,(OCoLC)45054655,https://purl.fdlp.gov/GPO/LPS5988,
856_41--,(OCoLC)45054655,https://purl.fdlp.gov/GPO/LPS13261,
856_41--,(OCoLC)45055409,https://purl.fdlp.gov/GPO/LPS6231,
856_41--,(OCoLC)45055951,https://purl.fdlp.gov/GPO/LPS12055,
856_41--,(OCoLC)45056003,https://purl.fdlp.gov/GPO/LPS12058,
856_41--,(OCoLC)45056036,https://purl.fdlp.gov/GPO/LPS12060,
856_41--,(OCoLC)45056098,https://purl.fdlp.gov/GPO/LPS6210,
856_41--,(OCoLC)45059657,https://purl.fdlp.gov/GPO/LPS5986,
856_41--,(OCoLC)45060005,https://purl.fdlp.gov/GPO/LPS45590,
856_41--,(OCoLC)45060639,https://purl.fdlp.gov/GPO/LPS60090,
856_41--,(OCoLC)45060980,https://purl.fdlp.gov/GPO/LPS5890,
856_41--,(OCoLC)45060980,https://purl.fdlp.gov/GPO/LPS5891,
856_41--,(OCoLC)45061420,https://purl.fdlp.gov/GPO/LPS1749,
856_41--,(OCoLC)45062165,https://purl.fdlp.gov/GPO/LPS8070,
856_41--,(OCoLC)45062199,https://purl.fdlp.gov/GPO/LPS8208,
856_41--,(OCoLC)45066468,https://purl.fdlp.gov/GPO/LPS15209,
856_41--,(OCoLC)45069691,https://purl.fdlp.gov/GPO/LPS6016,
856_41--,(OCoLC)45069691,https://purl.fdlp.gov/GPO/LPS6015,
856_41--,(OCoLC)45069709,https://purl.fdlp.gov/GPO/LPS6014,
856_41--,(OCoLC)45069709,https://purl.fdlp.gov/GPO/LPS6013,
856_41--,(OCoLC)45069724,https://purl.fdlp.gov/GPO/LPS6012,
856_41--,(OCoLC)45069724,https://purl.fdlp.gov/GPO/LPS6011,
856_41--,(OCoLC)45069741,https://purl.fdlp.gov/GPO/LPS6010,
856_41--,(OCoLC)45069741,https://purl.fdlp.gov/GPO/LPS6009,
856_41--,(OCoLC)45069760,https://purl.fdlp.gov/GPO/LPS6008,
856_41--,(OCoLC)45069760,https://purl.fdlp.gov/GPO/LPS6007,
856_41--,(OCoLC)45069782,https://purl.fdlp.gov/GPO/LPS6006,
856_41--,(OCoLC)45069831,https://purl.fdlp.gov/GPO/LPS6019,
856_41--,(OCoLC)45069831,https://purl.fdlp.gov/GPO/LPS6017,
856_41--,(OCoLC)45070680,https://purl.fdlp.gov/GPO/LPS8068,
856_41--,(OCoLC)45070719,https://purl.fdlp.gov/GPO/LPS9623,
856_41--,(OCoLC)45070719,http://www.access.gpo.gov/su%5Fdocs/aces/aces160.shtml,
856_41--,(OCoLC)45070750,https://purl.fdlp.gov/GPO/LPS8489,
856_41--,(OCoLC)45070772,https://purl.fdlp.gov/GPO/LPS8606,
856_41--,(OCoLC)45071885,https://purl.fdlp.gov/GPO/LPS45087,
856_41--,(OCoLC)45074266,https://purl.fdlp.gov/GPO/LPS5974,
856_41--,(OCoLC)45074359,https://purl.fdlp.gov/GPO/LPS6035,
856_41--,(OCoLC)45074422,https://purl.fdlp.gov/GPO/LPS6036,
856_41--,(OCoLC)45075649,https://purl.fdlp.gov/GPO/LPS6042,
856_41--,(OCoLC)45075649,https://purl.fdlp.gov/GPO/LPS6041,
856_41--,(OCoLC)45075698,https://purl.fdlp.gov/GPO/LPS6044,
856_41--,(OCoLC)45075698,https://purl.fdlp.gov/GPO/LPS6043,
856_41--,(OCoLC)45075726,https://purl.fdlp.gov/GPO/LPS6046,
856_41--,(OCoLC)45075726,https://purl.fdlp.gov/GPO/LPS6045,
856_41--,(OCoLC)45076795,https://purl.fdlp.gov/GPO/LPS5173,
856_41--,(OCoLC)45076795,https://purl.fdlp.gov/GPO/LPS5172,
856_41--,(OCoLC)45080381,https://purl.fdlp.gov/GPO/LPS45176,
856_41--,(OCoLC)45080652,https://purl.fdlp.gov/GPO/LPS6055,
856_41--,(OCoLC)45080785,https://purl.fdlp.gov/GPO/LPS6056,
856_41--,(OCoLC)45080887,https://purl.fdlp.gov/GPO/LPS6057,
856_41--,(OCoLC)45081024,https://purl.fdlp.gov/GPO/LPS6060,
856_41--,(OCoLC)45081178,https://purl.fdlp.gov/GPO/LPS5847,
856_41--,(OCoLC)45082678,https://purl.fdlp.gov/GPO/LPS52190,
856_41--,(OCoLC)45084014,https://purl.fdlp.gov/GPO/LPS47010,
856_41--,(OCoLC)45084476,https://purl.fdlp.gov/GPO/LPS16506,
856_41--,(OCoLC)45084483,https://purl.fdlp.gov/GPO/LPS17933,
856_41--,(OCoLC)45084500,https://purl.fdlp.gov/GPO/LPS8116,
856_41--,(OCoLC)45084522,https://purl.fdlp.gov/GPO/LPS8550,
856_41--,(OCoLC)45084535,https://purl.fdlp.gov/GPO/LPS8539,
856_41--,(OCoLC)45085127,https://purl.fdlp.gov/GPO/LPS6169,
856_41--,(OCoLC)45085763,https://purl.fdlp.gov/GPO/LPS13620,
856_41--,(OCoLC)45086684,https://purl.fdlp.gov/GPO/LPS6062,
856_41--,(OCoLC)45086684,https://purl.fdlp.gov/GPO/LPS6061,
856_41--,(OCoLC)45086687,https://purl.fdlp.gov/GPO/LPS6064,
856_41--,(OCoLC)45086687,https://purl.fdlp.gov/GPO/LPS6063,
856_41--,(OCoLC)45086691,https://purl.fdlp.gov/GPO/LPS6066,
856_41--,(OCoLC)45086691,https://purl.fdlp.gov/GPO/LPS6065,
856_41--,(OCoLC)45086701,https://purl.fdlp.gov/GPO/LPS6068,
856_41--,(OCoLC)45086701,https://purl.fdlp.gov/GPO/LPS6067,
856_41--,(OCoLC)45086706,https://purl.fdlp.gov/GPO/LPS6070,
856_41--,(OCoLC)45086706,https://purl.fdlp.gov/GPO/LPS6069,
856_41--,(OCoLC)45086728,https://purl.fdlp.gov/GPO/LPS6072,
856_41--,(OCoLC)45086728,https://purl.fdlp.gov/GPO/LPS6071,
856_41--,(OCoLC)45086731,https://purl.fdlp.gov/GPO/LPS6074,
856_41--,(OCoLC)45086731,https://purl.fdlp.gov/GPO/LPS6073,
856_41--,(OCoLC)45086733,https://purl.fdlp.gov/GPO/LPS6076,
856_41--,(OCoLC)45086733,https://purl.fdlp.gov/GPO/LPS6075,
856_41--,(OCoLC)45086753,https://purl.fdlp.gov/GPO/LPS5965,
856_41--,(OCoLC)45086753,https://purl.fdlp.gov/GPO/LPS5964,
856_41--,(OCoLC)45086765,https://purl.fdlp.gov/GPO/LPS5382,
856_41--,(OCoLC)45086765,https://purl.fdlp.gov/GPO/LPS5381,
856_41--,(OCoLC)45086771,https://purl.fdlp.gov/GPO/LPS5967,
856_41--,(OCoLC)45086771,https://purl.fdlp.gov/GPO/LPS5966,
856_41--,(OCoLC)45086776,https://purl.fdlp.gov/GPO/LPS5969,
856_41--,(OCoLC)45086776,https://purl.fdlp.gov/GPO/LPS5968,
856_41--,(OCoLC)45086782,https://purl.fdlp.gov/GPO/LPS5645,
856_41--,(OCoLC)45086782,https://purl.fdlp.gov/GPO/LPS5644,
856_41--,(OCoLC)45086789,https://purl.fdlp.gov/GPO/LPS5971,
856_41--,(OCoLC)45086789,https://purl.fdlp.gov/GPO/LPS5970,
856_41--,(OCoLC)45086801,https://purl.fdlp.gov/GPO/LPS5973,
856_41--,(OCoLC)45086801,https://purl.fdlp.gov/GPO/LPS5972,
856_41--,(OCoLC)45086802,https://purl.fdlp.gov/GPO/LPS5976,
856_41--,(OCoLC)45086802,https://purl.fdlp.gov/GPO/LPS5975,
856_41--,(OCoLC)45086807,https://purl.fdlp.gov/GPO/LPS6082,
856_41--,(OCoLC)45086807,https://purl.fdlp.gov/GPO/LPS6080,
856_41--,(OCoLC)45086807,https://purl.fdlp.gov/GPO/LPS6079,
856_41--,(OCoLC)45086807,https://purl.fdlp.gov/GPO/LPS6081,
856_41--,(OCoLC)45087343,https://purl.fdlp.gov/GPO/LPS13240,
856_41--,(OCoLC)45087851,https://purl.fdlp.gov/GPO/LPS52599,
856_41--,(OCoLC)45087989,https://purl.fdlp.gov/GPO/LPS52620,
856_41--,(OCoLC)45089410,https://purl.fdlp.gov/GPO/LPS39289,
856_41--,(OCoLC)45089850,https://purl.fdlp.gov/GPO/LPS8477,
856_41--,(OCoLC)45089898,https://purl.fdlp.gov/GPO/LPS8110,
856_41--,(OCoLC)45089934,https://purl.fdlp.gov/GPO/LPS7930,
856_41--,(OCoLC)45089960,https://purl.fdlp.gov/GPO/LPS8123,
856_41--,(OCoLC)45090000,https://purl.fdlp.gov/GPO/LPS8274,
856_41--,(OCoLC)45090026,https://purl.fdlp.gov/GPO/LPS8433,
856_41--,(OCoLC)45090048,https://purl.fdlp.gov/GPO/LPS8542,
856_41--,(OCoLC)45090093,https://purl.fdlp.gov/GPO/LPS9625,
856_41--,(OCoLC)45090722,https://purl.fdlp.gov/GPO/LPS5885,
856_41--,(OCoLC)45092200,https://purl.fdlp.gov/GPO/LPS6299,
856_41--,(OCoLC)45092200,https://purl.fdlp.gov/GPO/LPS6298,
856_41--,(OCoLC)45093505,https://purl.fdlp.gov/GPO/LPS6345,
856_41--,(OCoLC)45093505,https://purl.fdlp.gov/GPO/LPS6347,
856_41--,(OCoLC)45093507,https://purl.fdlp.gov/GPO/LPS6458,
856_41--,(OCoLC)45093507,https://purl.fdlp.gov/GPO/LPS6457,
856_41--,(OCoLC)45093508,https://purl.fdlp.gov/GPO/LPS6544,
856_41--,(OCoLC)45093508,https://purl.fdlp.gov/GPO/LPS6543,
856_41--,(OCoLC)45093512,https://purl.fdlp.gov/GPO/LPS8872,
856_41--,(OCoLC)45093512,https://purl.fdlp.gov/GPO/LPS9020,
856_41--,(OCoLC)45093513,https://purl.fdlp.gov/GPO/LPS6586,
856_41--,(OCoLC)45093513,https://purl.fdlp.gov/GPO/LPS6585,
856_41--,(OCoLC)45093514,https://purl.fdlp.gov/GPO/LPS6456,
856_41--,(OCoLC)45093514,https://purl.fdlp.gov/GPO/LPS6455,
856_41--,(OCoLC)45093548,https://purl.fdlp.gov/GPO/LPS6795,
856_41--,(OCoLC)45093646,https://purl.fdlp.gov/GPO/LPS55951,
856_41--,(OCoLC)45094872,https://purl.fdlp.gov/GPO/LPS11783,
856_41--,(OCoLC)45095177,https://purl.fdlp.gov/GPO/LPS52151,
856_41--,(OCoLC)45095751,https://purl.fdlp.gov/GPO/LPS6308,
856_41--,(OCoLC)45095751,https://purl.fdlp.gov/GPO/LPS6307,
856_41--,(OCoLC)45097359,https://purl.fdlp.gov/GPO/LPS6101,
856_41--,(OCoLC)45097359,https://purl.fdlp.gov/GPO/LPS6099,
856_41--,(OCoLC)45098066,https://purl.fdlp.gov/GPO/LPS18071,
856_41--,(OCoLC)45100294,https://purl.fdlp.gov/GPO/LPS10162,
856_41--,(OCoLC)45100406,https://purl.fdlp.gov/GPO/LPS8546,
856_41--,(OCoLC)45100414,https://purl.fdlp.gov/GPO/LPS10164,
856_41--,(OCoLC)45100422,https://purl.fdlp.gov/GPO/LPS8863,
856_41--,(OCoLC)45103022,https://purl.fdlp.gov/GPO/LPS24199,
856_41--,(OCoLC)45104978,https://purl.fdlp.gov/GPO/LPS6141,
856_41--,(OCoLC)45104978,https://purl.fdlp.gov/GPO/LPS6140,
856_41--,(OCoLC)45105035,https://purl.fdlp.gov/GPO/LPS7782,
856_41--,(OCoLC)45105392,https://purl.fdlp.gov/GPO/LPS19667,
856_41--,(OCoLC)45105847,https://purl.fdlp.gov/GPO/LPS9032,
856_41--,(OCoLC)45107205,https://purl.fdlp.gov/GPO/LPS6096,
856_41--,(OCoLC)45107205,https://purl.fdlp.gov/GPO/LPS6095,
856_41--,(OCoLC)45107822,https://purl.fdlp.gov/GPO/LPS7783,
856_41--,(OCoLC)45109665,https://purl.fdlp.gov/GPO/LPS29315,
856_41--,(OCoLC)45110001,https://purl.fdlp.gov/GPO/LPS6110,
856_41--,(OCoLC)45110001,https://purl.fdlp.gov/GPO/LPS6109,
856_41--,(OCoLC)45110009,https://purl.fdlp.gov/GPO/LPS6112,
856_41--,(OCoLC)45110009,https://purl.fdlp.gov/GPO/LPS6111,
856_41--,(OCoLC)45110024,https://purl.fdlp.gov/GPO/LPS6114,
856_41--,(OCoLC)45110024,https://purl.fdlp.gov/GPO/LPS6113,
856_41--,(OCoLC)45111330,https://purl.fdlp.gov/GPO/LPS6145,
856_41--,(OCoLC)45111330,https://purl.fdlp.gov/GPO/LPS6144,
856_41--,(OCoLC)45111340,https://purl.fdlp.gov/GPO/LPS6157,
856_41--,(OCoLC)45111340,https://purl.fdlp.gov/GPO/LPS6156,
856_41--,(OCoLC)45111386,https://purl.fdlp.gov/GPO/LPS6147,
856_41--,(OCoLC)45111386,https://purl.fdlp.gov/GPO/LPS6146,
856_41--,(OCoLC)45111391,https://purl.fdlp.gov/GPO/LPS6153,
856_41--,(OCoLC)45111391,https://purl.fdlp.gov/GPO/LPS6152,
856_41--,(OCoLC)45111405,https://purl.fdlp.gov/GPO/LPS6155,
856_41--,(OCoLC)45111405,https://purl.fdlp.gov/GPO/LPS6154,
856_41--,(OCoLC)45112666,https://purl.fdlp.gov/GPO/LPS8533,
856_41--,(OCoLC)45113401,https://purl.fdlp.gov/GPO/LPS24075,
856_41--,(OCoLC)45116679,https://purl.fdlp.gov/GPO/LPS24817,
856_41--,(OCoLC)45117534,https://purl.fdlp.gov/GPO/LPS6115,
856_41--,(OCoLC)45117634,https://purl.fdlp.gov/GPO/LPS40985,
856_41--,(OCoLC)45118153,https://purl.fdlp.gov/GPO/LPS27165,
856_41--,(OCoLC)45118540,https://purl.fdlp.gov/GPO/LPS6184,
856_41--,(OCoLC)45118642,https://purl.fdlp.gov/GPO/LPS18070,
856_41--,(OCoLC)45119377,https://purl.fdlp.gov/GPO/LPS6117,
856_41--,(OCoLC)45119401,https://purl.fdlp.gov/GPO/LPS6736,
856_41--,(OCoLC)45119565,https://purl.fdlp.gov/GPO/LPS6128,
856_41--,(OCoLC)45123276,https://purl.fdlp.gov/GPO/LPS17074,
856_41--,(OCoLC)45124775,https://purl.fdlp.gov/GPO/LPS6195,
856_41--,(OCoLC)45125568,https://purl.fdlp.gov/GPO/LPS54374,
856_41--,(OCoLC)45125698,https://purl.fdlp.gov/GPO/LPS84631,
856_41--,(OCoLC)45125871,https://purl.fdlp.gov/GPO/LPS54370,
856_41--,(OCoLC)45125871,https://purl.fdlp.gov/GPO/LPS54371,
856_41--,(OCoLC)45127098,https://purl.fdlp.gov/GPO/LPS6542,
856_41--,(OCoLC)45127098,http://www.ncjrs.org/jjcour.htm#181301,
856_41--,(OCoLC)45129077,https://purl.fdlp.gov/GPO/LPS12374,
856_41--,(OCoLC)45129449,https://purl.fdlp.gov/GPO/LPS14583,
856_41--,(OCoLC)45129522,https://purl.fdlp.gov/GPO/LPS21750,
856_41--,(OCoLC)45129569,https://purl.fdlp.gov/GPO/LPS14584,
856_41--,(OCoLC)45133022,https://purl.fdlp.gov/GPO/LPS6127,
856_41--,(OCoLC)45136609,https://purl.fdlp.gov/GPO/LPS18428,
856_41--,(OCoLC)45136945,https://purl.fdlp.gov/GPO/LPS6628,
856_41--,(OCoLC)45137714,https://purl.fdlp.gov/GPO/LPS8122,
856_41--,(OCoLC)45144966,https://purl.fdlp.gov/GPO/LPS6176,
856_41--,(OCoLC)45144966,https://purl.fdlp.gov/GPO/LPS6175,
856_41--,(OCoLC)45144971,https://purl.fdlp.gov/GPO/LPS37401,
856_41--,(OCoLC)45145005,https://purl.fdlp.gov/GPO/LPS6178,
856_41--,(OCoLC)45145005,https://purl.fdlp.gov/GPO/LPS6177,
856_41--,(OCoLC)45145068,https://purl.fdlp.gov/GPO/LPS8265,
856_41--,(OCoLC)45145943,https://purl.fdlp.gov/GPO/LPS8500,
856_41--,(OCoLC)45148347,https://purl.fdlp.gov/GPO/LPS7181,
856_41--,(OCoLC)45153956,https://purl.fdlp.gov/GPO/LPS6444,
856_41--,(OCoLC)45154655,https://purl.fdlp.gov/GPO/LPS6151,
856_41--,(OCoLC)45154655,https://purl.fdlp.gov/GPO/LPS6150,
856_41--,(OCoLC)45156527,https://purl.fdlp.gov/GPO/LPS6650,
856_41--,(OCoLC)45156527,https://purl.fdlp.gov/GPO/LPS6649,
856_41--,(OCoLC)45158242,https://purl.fdlp.gov/GPO/LPS23537,
856_41--,(OCoLC)45162377,https://purl.fdlp.gov/GPO/LPS54377,
856_41--,(OCoLC)45162596,https://purl.fdlp.gov/GPO/LPS6750,
856_41--,(OCoLC)45162616,https://purl.fdlp.gov/GPO/LPS49638,
856_41--,(OCoLC)45162640,https://purl.fdlp.gov/GPO/LPS6964,
856_41--,(OCoLC)45163889,https://purl.fdlp.gov/GPO/LPS6527,
856_41--,(OCoLC)45164114,https://purl.fdlp.gov/GPO/LPS15610,
856_41--,(OCoLC)45166491,https://purl.fdlp.gov/GPO/LPS44571,
856_41--,(OCoLC)45166559,https://purl.fdlp.gov/GPO/LPS42820,
856_41--,(OCoLC)45167545,https://purl.fdlp.gov/GPO/LPS24830,
856_41--,(OCoLC)45170185,https://purl.fdlp.gov/GPO/LPS11760,
856_41--,(OCoLC)45172444,https://purl.fdlp.gov/GPO/LPS14054,
856_41--,(OCoLC)45172444,https://purl.fdlp.gov/GPO/LPS14052,
856_41--,(OCoLC)45174183,https://purl.fdlp.gov/GPO/LPS6273,
856_41--,(OCoLC)45174538,https://purl.fdlp.gov/GPO/LPS7215,
856_41--,(OCoLC)45174538,https://purl.fdlp.gov/GPO/LPS7214,
856_41--,(OCoLC)45175485,https://purl.fdlp.gov/GPO/LPS6248,
856_41--,(OCoLC)45175485,https://purl.fdlp.gov/GPO/LPS6247,
856_41--,(OCoLC)45175499,https://purl.fdlp.gov/GPO/LPS6250,
856_41--,(OCoLC)45175499,https://purl.fdlp.gov/GPO/LPS6249,
856_41--,(OCoLC)45175507,https://purl.fdlp.gov/GPO/LPS6252,
856_41--,(OCoLC)45175507,https://purl.fdlp.gov/GPO/LPS6251,
856_41--,(OCoLC)45175519,https://purl.fdlp.gov/GPO/LPS6254,
856_41--,(OCoLC)45175519,https://purl.fdlp.gov/GPO/LPS6253,
856_41--,(OCoLC)45175617,https://purl.fdlp.gov/GPO/LPS27451,
856_41--,(OCoLC)45175986,https://purl.fdlp.gov/GPO/LPS7686,
856_41--,(OCoLC)45177269,https://purl.fdlp.gov/GPO/LPS6316,
856_41--,(OCoLC)45177270,https://purl.fdlp.gov/GPO/LPS6276,
856_41--,(OCoLC)45177270,https://purl.fdlp.gov/GPO/LPS6275,
856_41--,(OCoLC)45177531,https://purl.fdlp.gov/GPO/LPS9734,
856_41--,(OCoLC)45180664,https://purl.fdlp.gov/GPO/LPS6278,
856_41--,(OCoLC)45180664,https://purl.fdlp.gov/GPO/LPS6277,
856_41--,(OCoLC)45180736,https://purl.fdlp.gov/GPO/LPS6284,
856_41--,(OCoLC)45180736,https://purl.fdlp.gov/GPO/LPS6281,
856_41--,(OCoLC)45180965,https://purl.fdlp.gov/GPO/LPS6290,
856_41--,(OCoLC)45180965,https://purl.fdlp.gov/GPO/LPS6289,
856_41--,(OCoLC)45180994,https://purl.fdlp.gov/GPO/LPS6293,
856_41--,(OCoLC)45181512,https://purl.fdlp.gov/GPO/LPS8568,
856_41--,(OCoLC)45181623,https://purl.fdlp.gov/GPO/LPS8597,
856_41--,(OCoLC)45181857,https://purl.fdlp.gov/GPO/LPS6292,
856_41--,(OCoLC)45181857,https://purl.fdlp.gov/GPO/LPS6291,
856_41--,(OCoLC)45181886,https://purl.fdlp.gov/GPO/LPS6288,
856_41--,(OCoLC)45181886,https://purl.fdlp.gov/GPO/LPS6287,
856_41--,(OCoLC)45181916,https://purl.fdlp.gov/GPO/LPS6286,
856_41--,(OCoLC)45181916,https://purl.fdlp.gov/GPO/LPS6285,
856_41--,(OCoLC)45181929,https://purl.fdlp.gov/GPO/LPS6283,
856_41--,(OCoLC)45181929,https://purl.fdlp.gov/GPO/LPS6282,
856_41--,(OCoLC)45182936,https://purl.fdlp.gov/GPO/LPS8586,
856_41--,(OCoLC)45187880,https://purl.fdlp.gov/GPO/LPS6395,
856_41--,(OCoLC)45187880,https://purl.fdlp.gov/GPO/LPS6394,
856_41--,(OCoLC)45188028,https://purl.fdlp.gov/GPO/LPS6303,
856_41--,(OCoLC)45188028,https://purl.fdlp.gov/GPO/LPS6301,
856_41--,(OCoLC)45188067,https://purl.fdlp.gov/GPO/LPS6305,
856_41--,(OCoLC)45188130,https://purl.fdlp.gov/GPO/LPS6306,
856_41--,(OCoLC)45188427,https://purl.fdlp.gov/GPO/LPS27454,
856_41--,(OCoLC)45188735,https://purl.fdlp.gov/GPO/LPS2742,
856_41--,(OCoLC)45188768,https://purl.fdlp.gov/GPO/LPS18844,
856_41--,(OCoLC)45191512,https://purl.fdlp.gov/GPO/LPS6309,
856_41--,(OCoLC)45191575,https://purl.fdlp.gov/GPO/LPS6310,
856_41--,(OCoLC)45192093,https://purl.fdlp.gov/GPO/LPS6296,
856_41--,(OCoLC)45192093,https://purl.fdlp.gov/GPO/LPS6297,
856_41--,(OCoLC)45192117,https://purl.fdlp.gov/GPO/LPS26526,
856_41--,(OCoLC)45196446,https://purl.fdlp.gov/GPO/LPS6324,
856_41--,(OCoLC)45196980,https://purl.fdlp.gov/GPO/LPS6317,
856_41--,(OCoLC)45197362,https://purl.fdlp.gov/GPO/LPS11542,
856_41--,(OCoLC)45197637,https://purl.fdlp.gov/GPO/LPS8113,
856_41--,(OCoLC)45197638,https://purl.fdlp.gov/GPO/LPS6448,
856_41--,(OCoLC)45197638,http://www.ojp.usdoj.gov/bjs/abstract/saycrle.htm,
856_41--,(OCoLC)45199143,https://purl.fdlp.gov/GPO/LPS13308,
856_41--,(OCoLC)45199889,https://purl.fdlp.gov/GPO/LPS46613,
856_41--,(OCoLC)45199902,https://purl.fdlp.gov/GPO/LPS13312,
856_41--,(OCoLC)45200107,https://purl.fdlp.gov/GPO/LPS6965,
856_41--,(OCoLC)45202587,https://purl.fdlp.gov/GPO/LPS6313,
856_41--,(OCoLC)45202587,https://purl.fdlp.gov/GPO/LPS6314,
856_41--,(OCoLC)45202622,https://purl.fdlp.gov/GPO/LPS6326,
856_41--,(OCoLC)45202622,https://purl.fdlp.gov/GPO/LPS6328,
856_41--,(OCoLC)45202637,https://purl.fdlp.gov/GPO/LPS6329,
856_41--,(OCoLC)45202637,https://purl.fdlp.gov/GPO/LPS6330,
856_41--,(OCoLC)45202652,https://purl.fdlp.gov/GPO/LPS6331,
856_41--,(OCoLC)45202652,https://purl.fdlp.gov/GPO/LPS6332,
856_41--,(OCoLC)45202670,https://purl.fdlp.gov/GPO/LPS6335,
856_41--,(OCoLC)45202670,https://purl.fdlp.gov/GPO/LPS6337,
856_41--,(OCoLC)45202745,https://purl.fdlp.gov/GPO/LPS6342,
856_41--,(OCoLC)45202745,https://purl.fdlp.gov/GPO/LPS6346,
856_41--,(OCoLC)45202761,https://purl.fdlp.gov/GPO/LPS6354,
856_41--,(OCoLC)45202761,https://purl.fdlp.gov/GPO/LPS6355,
856_41--,(OCoLC)45202868,https://purl.fdlp.gov/GPO/LPS6932,
856_41--,(OCoLC)45203314,https://purl.fdlp.gov/GPO/LPS6350,
856_41--,(OCoLC)45203314,https://purl.fdlp.gov/GPO/LPS6351,
856_41--,(OCoLC)45203323,https://purl.fdlp.gov/GPO/LPS6358,
856_41--,(OCoLC)45203323,https://purl.fdlp.gov/GPO/LPS6359,
856_41--,(OCoLC)45203513,https://purl.fdlp.gov/GPO/LPS6333,
856_41--,(OCoLC)45203513,https://purl.fdlp.gov/GPO/LPS6334,
856_41--,(OCoLC)45203548,https://purl.fdlp.gov/GPO/LPS6319,
856_41--,(OCoLC)45203548,https://purl.fdlp.gov/GPO/LPS6320,
856_41--,(OCoLC)45203561,https://purl.fdlp.gov/GPO/LPS6321,
856_41--,(OCoLC)45203561,https://purl.fdlp.gov/GPO/LPS6322,
856_41--,(OCoLC)45203940,https://purl.fdlp.gov/GPO/LPS6318,
856_41--,(OCoLC)45206695,https://purl.fdlp.gov/GPO/LPS7781,
856_41--,(OCoLC)45209954,https://purl.fdlp.gov/GPO/LPS40756,
856_41--,(OCoLC)45210324,https://purl.fdlp.gov/GPO/LPS5468,
856_41--,(OCoLC)45210324,https://purl.fdlp.gov/GPO/LPS5469,
856_41--,(OCoLC)45210352,https://purl.fdlp.gov/GPO/LPS6391,
856_41--,(OCoLC)45210352,https://purl.fdlp.gov/GPO/LPS6392,
856_41--,(OCoLC)45210367,https://purl.fdlp.gov/GPO/LPS6389,
856_41--,(OCoLC)45210367,https://purl.fdlp.gov/GPO/LPS6390,
856_41--,(OCoLC)45210383,https://purl.fdlp.gov/GPO/LPS6370,
856_41--,(OCoLC)45210383,https://purl.fdlp.gov/GPO/LPS6371,
856_41--,(OCoLC)45210393,https://purl.fdlp.gov/GPO/LPS6372,
856_41--,(OCoLC)45210393,https://purl.fdlp.gov/GPO/LPS6373,
856_41--,(OCoLC)45210411,https://purl.fdlp.gov/GPO/LPS6374,
856_41--,(OCoLC)45210411,https://purl.fdlp.gov/GPO/LPS6375,
856_41--,(OCoLC)45210457,https://purl.fdlp.gov/GPO/LPS6396,
856_41--,(OCoLC)45210457,https://purl.fdlp.gov/GPO/LPS6398,
856_41--,(OCoLC)45210517,https://purl.fdlp.gov/GPO/LPS6402,
856_41--,(OCoLC)45210729,https://purl.fdlp.gov/GPO/LPS13311,
856_41--,(OCoLC)45211211,https://purl.fdlp.gov/GPO/LPS13265,
856_41--,(OCoLC)45211224,https://purl.fdlp.gov/GPO/LPS6404,
856_41--,(OCoLC)45211241,https://purl.fdlp.gov/GPO/LPS6749,
856_41--,(OCoLC)45211354,https://purl.fdlp.gov/GPO/LPS6360,
856_41--,(OCoLC)45211354,https://purl.fdlp.gov/GPO/LPS6361,
856_41--,(OCoLC)45211568,https://purl.fdlp.gov/GPO/LPS6362,
856_41--,(OCoLC)45211568,https://purl.fdlp.gov/GPO/LPS6363,
856_41--,(OCoLC)45211580,https://purl.fdlp.gov/GPO/LPS6366,
856_41--,(OCoLC)45211580,https://purl.fdlp.gov/GPO/LPS6367,
856_41--,(OCoLC)45211589,https://purl.fdlp.gov/GPO/LPS6356,
856_41--,(OCoLC)45211589,https://purl.fdlp.gov/GPO/LPS6357,
856_41--,(OCoLC)45211620,https://purl.fdlp.gov/GPO/LPS6352,
856_41--,(OCoLC)45211620,https://purl.fdlp.gov/GPO/LPS6353,
856_41--,(OCoLC)45211633,https://purl.fdlp.gov/GPO/LPS6348,
856_41--,(OCoLC)45211633,https://purl.fdlp.gov/GPO/LPS6349,
856_41--,(OCoLC)45211664,https://purl.fdlp.gov/GPO/LPS6343,
856_41--,(OCoLC)45211664,https://purl.fdlp.gov/GPO/LPS6344,
856_41--,(OCoLC)45214091,https://purl.fdlp.gov/GPO/LPS8117,
